Designator,Mid X,Mid Y,Rotation,Layer
BT1,3.6886,-26.5714,270.0,bottom
BT2,113.518189,-25.4454,270.0,bottom
H4,15.3517,-4.8744,0.0,top
J1,37.4213,-44.7264,270.0,top
J2,116.6742,-26.0395,0.0,top
J3,66.8573,-21.3541,180.0,top
J4,82.4894,-11.2563,180.0,top
J5,97.6694,-43.7273,270.0,top
