Designator,Mid X,Mid Y,Rotation,Layer
BT1,84.2338,-5.611,0.0,bottom
D1,80.7088,-15.8415,0.0,bottom
FUSE 2A,106.8738,-16.7145,0.0,bottom
H4,20.3573,-6.0697,0.0,top
J1,42.4219,-45.9167,270.0,top
J3,106.0638,-26.7145,270.0,top
J4,98.3888,-23.2145,90.0,top
J5,65.2164,-37.1845,180.0,top
QI-CHARGER,113.3738,-22.2145,0.0,bottom
